,experiment_id,interest_id,country_code,min_age,max_age,target_request,analysis_name,ground_truth_column,exclusion_behavior,is_denominator,gender,placebo_query,interest_query,placebo_id,scholarity,languages,interest,audience
10,d26e3c6a-2b68-419a-b724-7a2af3e7da0e,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [3, 7, 8, 9, 11]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'genders': [0], 'age_min': 18}",no_interest_selected,arab_interests,,True,0.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"ALUM,IN_GRAD_SCHOOL,SOME_GRAD_SCHOOL,MASTER_DEGREE,DOCTORATE_DEGREE",,],160000
11,d26e3c6a-2b68-419a-b724-7a2af3e7da0e,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [3, 7, 8, 9, 11]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'genders': [0], 'age_min': 18}",no_interest_selected,arab_interests,,True,0.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"ALUM,IN_GRAD_SCHOOL,SOME_GRAD_SCHOOL,MASTER_DEGREE,DOCTORATE_DEGREE",,],1000000
12,0512a8a5-172a-4de0-ac47-e20bc6311ecc,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [1, 12, 13]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'genders': [0], 'age_min': 18}",no_interest_selected,arab_interests,,True,0.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"HIGH_SCHOOL,UNSPECIFIED,SOME_HIGH_SCHOOL",,],380000
13,0512a8a5-172a-4de0-ac47-e20bc6311ecc,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [1, 12, 13]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'genders': [0], 'age_min': 18}",no_interest_selected,arab_interests,,True,0.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"HIGH_SCHOOL,UNSPECIFIED,SOME_HIGH_SCHOOL",,],3500000
14,931ec427-06d0-4d6c-9e54-df4d98d98045,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [2, 4, 5, 6, 10]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'genders': [0], 'age_min': 18}",no_interest_selected,arab_interests,,True,0.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"UNDERGRAD,HIGH_SCHOOL_GRAD,SOME_COLLEGE,ASSOCIATE_DEGREE,PROFESSIONAL_DEGREE",,],71000
15,931ec427-06d0-4d6c-9e54-df4d98d98045,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [2, 4, 5, 6, 10]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'genders': [0], 'age_min': 18}",no_interest_selected,arab_interests,,True,0.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"UNDERGRAD,HIGH_SCHOOL_GRAD,SOME_COLLEGE,ASSOCIATE_DEGREE,PROFESSIONAL_DEGREE",,],530000
16,1e949673-c591-46c6-bcdf-38ee7b88592b,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [0]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'genders': [0], 'age_min': 18}",no_interest_selected,arab_interests,,True,0.0,,"{u'or': None, u'name': u'no_interest_selected'}",,None,,],610000
17,1e949673-c591-46c6-bcdf-38ee7b88592b,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [0]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'genders': [0], 'age_min': 18}",no_interest_selected,arab_interests,,True,0.0,,"{u'or': None, u'name': u'no_interest_selected'}",,None,,],5000000
18,20981463-b5f5-4643-9cf4-fcf29c486441,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'genders': [0], 'age_min': 18}",no_interest_selected,arab_interests,,True,0.0,,"{u'or': None, u'name': u'no_interest_selected'}",,,,],610000
19,20981463-b5f5-4643-9cf4-fcf29c486441,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'genders': [0], 'age_min': 18}",no_interest_selected,arab_interests,,True,0.0,,"{u'or': None, u'name': u'no_interest_selected'}",,,,],5000000
20,c1725ed2-06d7-4ca3-af0b-06d5a01f5341,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"ALUM,IN_GRAD_SCHOOL,SOME_GRAD_SCHOOL,MASTER_DEGREE,DOCTORATE_DEGREE",,],24000
21,c1725ed2-06d7-4ca3-af0b-06d5a01f5341,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"ALUM,IN_GRAD_SCHOOL,SOME_GRAD_SCHOOL,MASTER_DEGREE,DOCTORATE_DEGREE",,],410000
22,0ae95ea4-28c1-4ad7-8e1d-122de3916802,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [1, 12, 13]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"HIGH_SCHOOL,UNSPECIFIED,SOME_HIGH_SCHOOL",,],110000
23,0ae95ea4-28c1-4ad7-8e1d-122de3916802,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [1, 12, 13]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"HIGH_SCHOOL,UNSPECIFIED,SOME_HIGH_SCHOOL",,],2400000
24,b24d5b80-4ca9-44de-a6ce-3d6620e79002,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [2, 4, 5, 6, 10]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"UNDERGRAD,HIGH_SCHOOL_GRAD,SOME_COLLEGE,ASSOCIATE_DEGREE,PROFESSIONAL_DEGREE",,],11000
25,b24d5b80-4ca9-44de-a6ce-3d6620e79002,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [2, 4, 5, 6, 10]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"UNDERGRAD,HIGH_SCHOOL_GRAD,SOME_COLLEGE,ASSOCIATE_DEGREE,PROFESSIONAL_DEGREE",,],240000
26,c6351bbc-15e3-4e56-8240-662b4497cc7e,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [0]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,None,,],150000
27,c6351bbc-15e3-4e56-8240-662b4497cc7e,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [0]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,None,,],3100000
28,751f397f-6cbf-4f7d-a100-1d9f3cb7fbc3,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [], 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,,,],150000
29,751f397f-6cbf-4f7d-a100-1d9f3cb7fbc3,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [], 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'age_min': 18, 'genders': [1], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,,,],3100000
30,aff03187-4e72-43d6-ae1c-db3b98c23ac3,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [3, 7, 8, 9, 11]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'genders': [1], 'age_min': 18}",no_interest_selected,arab_interests,,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"ALUM,IN_GRAD_SCHOOL,SOME_GRAD_SCHOOL,MASTER_DEGREE,DOCTORATE_DEGREE",,],130000
31,aff03187-4e72-43d6-ae1c-db3b98c23ac3,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [3, 7, 8, 9, 11]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'genders': [1], 'age_min': 18}",no_interest_selected,arab_interests,,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"ALUM,IN_GRAD_SCHOOL,SOME_GRAD_SCHOOL,MASTER_DEGREE,DOCTORATE_DEGREE",,],740000
32,e8877cbf-ef7b-472e-a081-0fcdf670a9f9,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [1, 12, 13]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'genders': [1], 'age_min': 18}",no_interest_selected,arab_interests,,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"HIGH_SCHOOL,UNSPECIFIED,SOME_HIGH_SCHOOL",,],300000
33,e8877cbf-ef7b-472e-a081-0fcdf670a9f9,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [1, 12, 13]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'genders': [1], 'age_min': 18}",no_interest_selected,arab_interests,,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"HIGH_SCHOOL,UNSPECIFIED,SOME_HIGH_SCHOOL",,],2500000
34,c186be9e-3425-4bef-aab3-dcfc7d2e1220,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [2, 4, 5, 6, 10]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'genders': [1], 'age_min': 18}",no_interest_selected,arab_interests,,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"UNDERGRAD,HIGH_SCHOOL_GRAD,SOME_COLLEGE,ASSOCIATE_DEGREE,PROFESSIONAL_DEGREE",,],52000
35,c186be9e-3425-4bef-aab3-dcfc7d2e1220,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [2, 4, 5, 6, 10]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'genders': [1], 'age_min': 18}",no_interest_selected,arab_interests,,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"UNDERGRAD,HIGH_SCHOOL_GRAD,SOME_COLLEGE,ASSOCIATE_DEGREE,PROFESSIONAL_DEGREE",,],360000
36,dfc24d4c-cb7c-4091-9e53-b67835c7d3c7,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [0]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'genders': [1], 'age_min': 18}",no_interest_selected,arab_interests,,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,None,,],480000
37,dfc24d4c-cb7c-4091-9e53-b67835c7d3c7,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [0]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'genders': [1], 'age_min': 18}",no_interest_selected,arab_interests,,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,None,,],3600000
38,ee8cdd72-db7a-47f3-92b2-dfdc6ac08fdd,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'genders': [1], 'age_min': 18}",no_interest_selected,arab_interests,,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,,,],480000
39,ee8cdd72-db7a-47f3-92b2-dfdc6ac08fdd,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'genders': [1], 'age_min': 18}",no_interest_selected,arab_interests,,True,1.0,,"{u'or': None, u'name': u'no_interest_selected'}",,,,],3600000
40,3526fb20-5b3b-49ad-ac9c-314ad1bbfdca,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,2.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"ALUM,IN_GRAD_SCHOOL,SOME_GRAD_SCHOOL,MASTER_DEGREE,DOCTORATE_DEGREE",,],10000
41,3526fb20-5b3b-49ad-ac9c-314ad1bbfdca,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [3, 7, 8, 9, 11]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,2.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"ALUM,IN_GRAD_SCHOOL,SOME_GRAD_SCHOOL,MASTER_DEGREE,DOCTORATE_DEGREE",,],170000
42,d30dc16f-64c7-485b-9d3d-fc4bf3212a3f,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [1, 12, 13]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,2.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"HIGH_SCHOOL,UNSPECIFIED,SOME_HIGH_SCHOOL",,],39000
43,d30dc16f-64c7-485b-9d3d-fc4bf3212a3f,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [1, 12, 13]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,2.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"HIGH_SCHOOL,UNSPECIFIED,SOME_HIGH_SCHOOL",,],910000
44,8e88c574-2854-48f5-acbb-3abefa7a539b,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [2, 4, 5, 6, 10]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,2.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"UNDERGRAD,HIGH_SCHOOL_GRAD,SOME_COLLEGE,ASSOCIATE_DEGREE,PROFESSIONAL_DEGREE",,],7000
45,8e88c574-2854-48f5-acbb-3abefa7a539b,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [2, 4, 5, 6, 10]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,2.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"UNDERGRAD,HIGH_SCHOOL_GRAD,SOME_COLLEGE,ASSOCIATE_DEGREE,PROFESSIONAL_DEGREE",,],130000
46,b66c46a1-b30f-43df-90cb-39366b26604b,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [0]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,2.0,,"{u'or': None, u'name': u'no_interest_selected'}",,None,,],56000
47,b66c46a1-b30f-43df-90cb-39366b26604b,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [0]}], 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,2.0,,"{u'or': None, u'name': u'no_interest_selected'}",,None,,],1200000
48,9b00e894-057f-413d-9556-ecff7981bc4a,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [], 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,2.0,,"{u'or': None, u'name': u'no_interest_selected'}",,,,],56000
49,9b00e894-057f-413d-9556-ecff7981bc4a,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [], 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'age_min': 18, 'genders': [2], 'age_max': 24, 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",no_interest_selected,arab_interests,6.01555947058e+12,True,2.0,,"{u'or': None, u'name': u'no_interest_selected'}",,,,],1200000
50,1dc178c9-6434-4413-9c69-26a722f68247,34ef934b-b198-42f1-b50b-8ad0b56f240a,QA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [3, 7, 8, 9, 11]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'QA']}, 'genders': [2], 'age_min': 18}",no_interest_selected,arab_interests,,True,2.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"ALUM,IN_GRAD_SCHOOL,SOME_GRAD_SCHOOL,MASTER_DEGREE,DOCTORATE_DEGREE",,],33000
51,1dc178c9-6434-4413-9c69-26a722f68247,34ef934b-b198-42f1-b50b-8ad0b56f240a,SA,18.0,24.0,"{'flexible_spec': [{'education_statuses': [3, 7, 8, 9, 11]}], 'age_max': 24, 'geo_locations': {'location_types': ['home'], 'countries': [u'SA']}, 'genders': [2], 'age_min': 18}",no_interest_selected,arab_interests,,True,2.0,,"{u'or': None, u'name': u'no_interest_selected'}",,"ALUM,IN_GRAD_SCHOOL,SOME_GRAD_SCHOOL,MASTER_DEGREE,DOCTORATE_DEGREE",,],240000
